I02
-2.495180815458D-04,-4.229150363244D-11,0.000000000000D+00
8.500354073867D-11,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-4.656612873077D-10
1.872000000000D+05
I02
-2.497346140444D-04,3.990408004029D-11,0.000000000000D+00
1.850000000000D+02,4.750000000000D+01,4.283035548479D-09,5.503472622754D-01
1.594424247742D-06,1.960983616300D-03,-1.844391226768D-05,6.493467634201D+03
1.947360000000D+05,1.080334186554D-07,-1.254897961686D+00,-4.097819328308D-08
5.079486135500D-01,6.496250000000D+02,-2.981787088704D+00,-3.973022635197D-09
-2.000083311498D-1,2.300000000000D+01
5.700000000000D+00,0.000000000000D+00,-1.862645149231D-09
1.875360000000D+05
I03
-2.336855977774D-04,5.775291356258D-11,0.000000000000D+00
1.850000000000D+02,1.673750000000D+02,1.370342794564D-08,-7.776157990936D-01
5.170702934265D-06,2.133839414455D-03,2.261251211166D-05,6.493389215469D+03
1.947360000000D+05,-1.229345798492D-07,-2.675008727525D+00,8.158385753632D-07
3.349776066476D-02,-6.921875000000D+02,2.540710583251D-01,-1.268195682583D-08
-1.950081228711D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.396983861923D-09
1.875360000000D+05
I06
5.552549846470D-04,4.035882739117D-11,0.000000000000D+00
1.850000000000D+02,7.233125000000D+02,4.861631077877D-09,9.632965124578D-01
2.378970384598D-05,1.861509517767D-03,3.259629011154D-06,6.493432052612D+03
1.947360000000D+05,2.682209014893D-07,-2.070608505978D+00,7.450580596924D-08
4.501168959183D-02,-8.912500000000D+01,-2.976094065464D+00,-3.753013470932D-09
1.035757429169D-11,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.862645149231D-09
1.875360000000D+05
I07
4.793857224286D-04,6.355094228638D-11,0.000000000000D+00
1.850000000000D+02,6.408125000000D+02,4.888775065676D-09,1.914308837436D+00
2.111122012138D-05,4.584764828905D-04,1.810491085052D-06,6.493394424438D+03
1.947360000000D+05,-5.215406417847D-08,-2.026910657262D+00,1.117587089539D-08
4.571041730236D-02,-4.937500000000D+01,-2.275615999786D+00,-4.007309777680D-09
-1.428630936784D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.396983861923D-09
1.875360000000D+05
I06
5.552913062274D-04,4.035882739117D-11,0.000000000000D+00
1.860000000000D+02,7.207500000000D+02,4.483043879629D-09,1.031169304798D+00
2.366676926613D-05,1.859671436250D-03,3.047287464142D-06,6.493422294617D+03
1.956480000000D+05,1.750886440277D-07,-2.070613649598D+00,8.568167686462D-08
4.501154330002D-02,-8.287500000000D+01,-2.977457292990D+00,-3.370140379874D-09
-1.607209803882D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.862645149231D-09
1.884480000000D+05
I07
4.794662818313D-04,6.320988177322D-11,0.000000000000D+00
1.860000000000D+02,6.434375000000D+02,5.020209111860D-09,1.982605911128D+00
2.119690179825D-05,4.587862640619D-04,1.896172761917D-06,6.493392150879D+03
1.956480000000D+05,-7.450580596924D-08,-2.026918640406D+00,1.490116119385D-08
4.571134040367D-02,-5.143750000000D+01,-2.277399688987D+00,-4.135886561991D-09
-1.428630936784D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.396983861923D-09
1.884480000000D+05
I02
-2.497141249478D-04,3.785771696130D-11,0.000000000000D+00
1.860000000000D+02,5.506250000000D+01,4.258748822554D-09,6.165812177112D-01
1.795589923859D-06,1.961782225408D-03,-1.843646168709D-05,6.493470188141D+03
1.956480000000D+05,9.313225746155D-08,-1.254901450745D+00,-2.980232238770D-08
5.079486515859D-01,6.492500000000D+02,-2.981515465778D+00,-3.964450849577D-09
-2.464388365953D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.862645149231D-09
1.884480000000D+05
I03
-2.336325123906D-04,5.775291356258D-11,0.000000000000D+00
1.860000000000D+02,1.550625000000D+02,1.385772008681D-08,-7.106324799638D-01
4.805624485016D-06,2.134780981578D-03,2.240762114525D-05,6.493392618179D+03
1.956480000000D+05,-2.719461917877D-07,-2.675019225425D+00,7.785856723785D-07
3.349756755957D-02,-6.860000000000D+02,2.536032171234D-01,-1.285767843106D-08
-1.764359206929D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.396983861923D-09
1.884480000000D+05
I02
-2.496815286577D-04,3.581135388231D-11,0.000000000000D+00
1.870000000000D+02,6.406250000000D+01,4.235890727566D-09,6.828269876734D-01
2.041459083557D-06,1.962221693248D-03,-1.838803291321D-05,6.493471614838D+03
1.965600000000D+05,8.195638656616D-08,-1.254904992470D+00,-2.235174179077D-08
5.079486530488D-01,6.473125000000D+02,-2.981255437941D+00,-3.957307694893D-09
-2.857261873569D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.862645149231D-09
1.893600000000D+05
I03
-2.335794270039D-04,5.775291356258D-11,0.000000000000D+00
1.870000000000D+02,1.431250000000D+02,1.356485074477D-08,-6.435544880905D-01
4.455447196960D-06,2.136108581908D-03,2.215057611465D-05,6.493397333145D+03
1.965600000000D+05,-3.911554813385D-07,-2.675031003379D+00,6.780028343201D-07
3.349744321154D-02,-6.779375000000D+02,2.530418310880D-01,-1.258623855307D-08
-1.517920370333D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.396983861923D-09
1.893600000000D+05
I06
5.553280934691D-04,4.001776687801D-11,0.000000000000D+00
1.870000000000D+02,7.200000000000D+02,4.204460846956D-09,1.096874406570D+00
2.360343933105D-05,1.860867952928D-03,2.887099981308D-06,6.493428743362D+03
1.965600000000D+05,9.685754776001D-08,-2.070604127465D+00,6.705522537231D-08
4.501168959183D-02,-7.868750000000D+01,-2.976668268124D+00,-3.090128716265D-09
-4.107313943255D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.862645149231D-09
1.893600000000D+05
I07
4.795016720891D-04,6.366462912410D-11,0.000000000000D+00
1.870000000000D+02,6.468750000000D+02,5.114498753688D-09,2.049409115784D+00
2.130493521690D-05,4.587727598846D-04,2.037733793259D-06,6.493391820908D+03
1.965600000000D+05,-9.313225746155D-08,-2.026917231616D+00,7.450580596924D-09
4.571029149140D-02,-5.512500000000D+01,-2.277699654487D+00,-4.227318941945D-09
3.571577341961D-13,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.396983861923D-09
1.893600000000D+05
I02
-2.495180815458D-04,-4.229150363244D-11,0.000000000000D+00
1.780000000000D+02,5.750000000000D+01,4.380182452181D-09,9.168716761856D-02
2.019107341766D-06,1.961585949175D-03,-1.887977123260D-05,6.493468406677D+03
1.884480000000D+05,8.940696716309D-08,-1.254873339312D+00,-1.899898052216D-07
5.079481468792D-01,6.618750000000D+02,-2.981666166821D+00,-4.088741741077D-09
8.214627886510D-12,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.862645149231D-09
1.812480000000D+05
I03
-2.341312356293D-04,5.684341886081D-11,0.000000000000D+00
2.000000000000D+00,2.244375000000D+02,6.487413083938D-09,-1.329232757228D+00
7.029622793198D-06,2.131448592991D-03,2.282857894897D-05,6.493377696991D+03
1.872000000000D+05,2.607703208923D-08,-2.675019564822D+00,5.215406417847D-08
3.350060165167D-02,-6.941875000000D+02,2.561544614044D-01,-5.381652738867D-09
-8.214627886510D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.396983861923D-09
1.800000000000D+05
I04
1.761750318110D-04,-9.549694368616D-12,0.000000000000D+00
2.000000000000D+00,8.375000000000D+01,4.248748405997D-09,1.061657042757D+00
2.704560756683D-06,2.071158378385D-03,-1.794844865799D-05,6.493331275940D+03
1.872000000000D+05,1.043081283569D-07,-1.253167268155D+00,-8.195638656616D-08
5.063079362950D-01,6.214375000000D+02,-3.056031048737D+00,-4.067312277025D-09
-8.536069847286D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.396983861923D-09
1.800000000000D+05
I05
3.701080568135D-04,3.751665644813D-12,0.000000000000D+00
2.000000000000D+00,6.012500000000D+01,4.330180369393D-09,-1.955276012043D+00
2.130866050720D-06,2.053056843579D-03,-1.625344157219D-05,6.493425704956D+03
1.872000000000D+05,6.332993507385D-08,1.871365112748D+00,5.587935447693D-08
4.997407814666D-01,5.792500000000D+02,3.120149630482D+00,-4.105885312318D-09
9.500395729616D-11,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-4.656612873077D-10
1.800000000000D+05
I06
5.550067871809D-04,3.922195901396D-11,0.000000000000D+00
1.780000000000D+02,8.161875000000D+02,6.928860043404D-09,5.013949994914D-01
2.682581543922D-05,1.867120037787D-03,4.567205905914D-06,6.493451435089D+03
1.884480000000D+05,2.458691596985D-07,-2.070601918458D+00,-4.395842552185D-07
4.501129167811D-02,-1.350000000000D+02,-2.972722647865D+00,-5.964534161075D-09
3.107272287506D-11,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.862645149231D-09
1.812480000000D+05
I07
4.790052771568D-04,6.457412382588D-11,0.000000000000D+00
1.780000000000D+02,6.529375000000D+02,4.543046378974D-09,1.458273097854D+00
2.152472734451D-05,4.587854491547D-04,1.914799213409D-06,6.493391794205D+03
1.884480000000D+05,-4.097819328308D-08,-2.026891869005D+00,-1.117587089539D-08
4.571142817875D-02,-5.300000000000D+01,-2.278132956193D+00,-3.645866150674D-09
6.785996949726D-12,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.396983861923D-09
1.812480000000D+05
I09
6.815660744905D-04,-3.535660653142D-11,0.000000000000D+00
2.000000000000D+00,-2.488750000000D+02,4.637336020802D-09,-3.127944761672D+00
-7.845461368561D-0,1.950836973265D-03,-1.587718725204D-05,6.493473669052D+03
1.872000000000D+05,-4.470348358154D-08,2.104131737510D+00,-2.235174179077D-07
4.995711429491D-01,5.631875000000D+02,3.069988741354D+00,-4.385896975928D-09
-8.536069847286D-1,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.862645149231D-09
1.800000000000D+05
I07
4.790420643985D-04,6.423306331271D-11,0.000000000000D+00
1.790000000000D+02,6.480625000000D+02,4.231604834755D-09,1.524347014440D+00
2.134591341019D-05,4.586932482198D-04,1.896172761917D-06,6.493391839981D+03
1.893600000000D+05,-5.215406417847D-08,-2.026896366015D+00,-5.587935447693D-08
4.571072305224D-02,-5.237500000000D+01,-2.277697776101D+00,-3.340139130202D-09
1.642925577302D-11,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.396983861923D-09
1.821600000000D+05
I06
5.550426431000D-04,3.910827217624D-11,0.000000000000D+00
1.790000000000D+02,7.964375000000D+02,7.036007363663D-09,5.685103191825D-01
2.622976899147D-05,1.865554833785D-03,4.544854164124D-06,6.493446651459D+03
1.893600000000D+05,3.539025783539D-07,-2.070610170779D+00,-4.135072231293D-07
4.501112197962D-02,-1.335625000000D+02,-2.973326660407D+00,-6.043108862598D-09
5.178787145843D-11,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.862645149231D-09
1.821600000000D+05
I02
-2.495520748198D-04,-3.706190909725D-11,0.000000000000D+00
1.790000000000D+02,5.100000000000D+01,4.377325190307D-09,1.583405211868D-01
1.821666955948D-06,1.961283385754D-03,-1.864135265350D-05,6.493468112946D+03
1.893600000000D+05,1.080334186554D-07,-1.254877011236D+00,-1.713633537292D-07
5.079481951555D-01,6.542500000000D+02,-2.981814173169D+00,-4.068740907962D-09
5.000208278745D-12,2.300000000000D+01
2.000000000000D+00,0.000000000000D+00,-1.862645149231D-09
1.821600000000D+05
I02
-2.495851367712D-04,-3.853983798763D-11,0.000000000000D+00
1.800000000000D+02,4.537500000000D+01,4.371610666560D-09,2.213853825041D-01
1.646578311920D-06,1.961004571058D-03,-1.848861575127D-05,6.493467756271D+03
1.902240000000D+05,1.192092895508D-07,-1.254880430075D+00,-1.490116119385D-07
